"state","year","cigsale","retprice","state_id"
"North Carolina",1999,113.1,186.8,23
"North Carolina",2000,109,257.3,23
"North Dakota",1970,93.8,37.3,24
"North Dakota",1971,98.5,38.9,24
"North Dakota",1972,103.8,38.9,24
"North Dakota",1973,108.7,39.4,24
"North Dakota",1974,110.5,39.9,24
"North Dakota",1975,117.9,42.6,24
"North Dakota",1976,125.4,45.9,24
"North Dakota",1977,122.2,47.4,24
"North Dakota",1978,121.9,53.2,24
"North Dakota",1979,121.3,55,24
"North Dakota",1980,123.7,59.6,24
"North Dakota",1981,125.7,62,24
"North Dakota",1982,126.8,67.8,24
"North Dakota",1983,119.6,77.9,24
"North Dakota",1984,109.4,94.4,24
"North Dakota",1985,103.2,100.6,24
"North Dakota",1986,99.8,104.2,24
"North Dakota",1987,92.3,110.3,24
"North Dakota",1988,87.1,123.3,24
"North Dakota",1989,84.1,135.9,24
"North Dakota",1990,77.1,144.3,24
"North Dakota",1991,85.2,159.8,24
"North Dakota",1992,74.3,168.3,24
"North Dakota",1993,83,177.6,24
"North Dakota",1994,81,180.1,24
"North Dakota",1995,80.6,179.5,24
"North Dakota",1996,80.8,182.7,24
"North Dakota",1997,77.5,194.1,24
"North Dakota",1998,79.1,205.2,24
"North Dakota",1999,74.7,223.6,24
"North Dakota",2000,72.5,297.5,24
"Ohio",1970,121.6,36.6,25
"Ohio",1971,124.6,38.1,25
"Ohio",1972,124.4,38.4,25
"Ohio",1973,120.5,42,25
"Ohio",1974,122.1,42.9,25
"Ohio",1975,122.5,46,25
"Ohio",1976,124.6,48.5,25
"Ohio",1977,127.3,49.8,25
"Ohio",1978,131.3,53.9,25
"Ohio",1979,130.9,56.3,25
"Ohio",1980,133.5,58.7,25
"Ohio",1981,132.8,61.4,25
"Ohio",1982,134,68.3,25
"Ohio",1983,130,82.5,25
"Ohio",1984,127.1,89.2,25
"Ohio",1985,126.7,92.2,25
"Ohio",1986,126.3,98.1,25
"Ohio",1987,124.6,102.2,25
"Ohio",1988,122.4,108.4,25
"Ohio",1989,118.6,120.5,25
"Ohio",1990,115.5,135.4,25
"Ohio",1991,113.2,139.8,25
"Ohio",1992,112.3,159.6,25
"Ohio",1993,108.9,162.5,25
"Ohio",1994,108.6,151.2,25
"Ohio",1995,111.7,155.6,25
"Ohio",1996,107.6,159.7,25
"Ohio",1997,108.6,166.8,25
"Ohio",1998,106.4,172.9,25
"Ohio",1999,104,193.2,25
"Ohio",2000,99.9,265.4,25
"Oklahoma",1970,108.4,38.4,26
"Oklahoma",1971,115.4,39.8,26
"Oklahoma",1972,121.7,39.8,26
"Oklahoma",1973,124.1,40.4,26
"Oklahoma",1974,130.5,41,26
"Oklahoma",1975,132.9,43.6,26
"Oklahoma",1976,138.6,46.4,26
"Oklahoma",1977,140.4,47.9,26
"Oklahoma",1978,143.6,53.1,26
"Oklahoma",1979,141.6,55.5,26
"Oklahoma",1980,141.6,62.9,26
"Oklahoma",1981,143.7,65.8,26
"Oklahoma",1982,147,71.7,26
"Oklahoma",1983,140,83.9,26
"Oklahoma",1984,128.1,93.3,26
"Oklahoma",1985,124.2,95.1,26
"Oklahoma",1986,119.9,104.6,26
"Oklahoma",1987,113.1,114.4,26
"Oklahoma",1988,103.6,122.6,26
"Oklahoma",1989,97.5,133.4,26
"Oklahoma",1990,88.4,146.1,26
"Oklahoma",1991,87.8,149.1,26
"Oklahoma",1992,86.3,170.6,26
"Oklahoma",1993,86.2,182.4,26
"Oklahoma",1994,104.8,163.4,26
"Oklahoma",1995,109.5,161.1,26
"Oklahoma",1996,110.8,162.7,26
"Oklahoma",1997,111.8,172,26
"Oklahoma",1998,112.2,183.6,26
"Oklahoma",1999,111.4,203.4,26
"Oklahoma",2000,108.9,272.6,26
"Pennsylvania",1970,107.3,38.4,27
"Pennsylvania",1971,106.3,44.7,27
"Pennsylvania",1972,109,44.7,27
"Pennsylvania",1973,110.7,44.9,27
"Pennsylvania",1974,114.2,46.6,27
"Pennsylvania",1975,114.6,49.8,27
"Pennsylvania",1976,118.8,52.3,27
"Pennsylvania",1977,120.1,53.3,27
"Pennsylvania",1978,122.3,57.4,27
"Pennsylvania",1979,122.6,60.6,27
"Pennsylvania",1980,124,61.3,27
"Pennsylvania",1981,125.2,64.8,27
"Pennsylvania",1982,123.3,69.8,27
"Pennsylvania",1983,125.3,81.7,27
"Pennsylvania",1984,115.3,97.7,27
"Pennsylvania",1985,115.8,100.1,27
"Pennsylvania",1986,113.9,104.9,27
"Pennsylvania",1987,110.6,110,27
"Pennsylvania",1988,107.6,112.3,27
"Pennsylvania",1989,107.1,122.8,27
"Pennsylvania",1990,101.3,133.7,27
"Pennsylvania",1991,102.5,144.1,27
"Pennsylvania",1992,96.2,176.2,27
"Pennsylvania",1993,94.7,183.8,27
"Pennsylvania",1994,95.4,158.1,27
"Pennsylvania",1995,95.4,161.7,27
"Pennsylvania",1996,93.3,169.4,27
"Pennsylvania",1997,92.9,176.5,27
"Pennsylvania",1998,92.1,190.9,27
"Pennsylvania",1999,91.1,205,27
"Pennsylvania",2000,87.9,280.1,27
"Rhode Island",1970,123.9,39.3,28
"Rhode Island",1971,123.2,40.2,28
"Rhode Island",1972,134.4,41.6,28
"Rhode Island",1973,142,40.6,28
"Rhode Island",1974,146.1,41.3,28
"Rhode Island",1975,154.7,44.3,28
"Rhode Island",1976,150.2,52.2,28
"Rhode Island",1977,148.8,52.3,28
"Rhode Island",1978,146.8,56.3,28
"Rhode Island",1979,145.8,58.7,28
"Rhode Island",1980,149.3,60,28
"Rhode Island",1981,151.2,64.5,28
"Rhode Island",1982,146.3,71.6,28
"Rhode Island",1983,135.8,84,28
"Rhode Island",1984,136.9,94.8,28
"Rhode Island",1985,133.4,100.3,28
"Rhode Island",1986,136.3,101.8,28
"Rhode Island",1987,124.4,113.5,28
"Rhode Island",1988,138,121.5,28
"Rhode Island",1989,120.8,134.8,28
"Rhode Island",1990,101.4,150.9,28
"Rhode Island",1991,103.6,170.3,28
"Rhode Island",1992,100.1,190,28
"Rhode Island",1993,94.1,197.9,28
"Rhode Island",1994,91.9,168.9,28
"Rhode Island",1995,90.8,209.6,28
"Rhode Island",1996,87.5,214.9,28
"Rhode Island",1997,90,217,28
"Rhode Island",1998,88.7,232.2,28
"Rhode Island",1999,86.9,251.7,28
"Rhode Island",2000,83.1,322.9,28
"South Carolina",1970,103.6,32.5,29
"South Carolina",1971,115,34.3,29
"South Carolina",1972,118.7,34.1,29
"South Carolina",1973,125.5,33.5,29
"South Carolina",1974,129.7,35.2,29
"South Carolina",1975,130.5,38.1,29
"South Carolina",1976,136.8,41,29
"South Carolina",1977,137.2,42.2,29
"South Carolina",1978,140.4,49.2,29
"South Carolina",1979,135.7,50.2,29
"South Carolina",1980,138.3,52.3,29
"South Carolina",1981,136.1,54.7,29
"South Carolina",1982,136,61.9,29
"South Carolina",1983,131.1,72.4,29
"South Carolina",1984,127,81.3,29
"South Carolina",1985,125.4,83,29
"South Carolina",1986,126.6,88.7,29
"South Carolina",1987,126.6,95.3,29
"South Carolina",1988,124.4,99.9,29
"South Carolina",1989,122.4,111.9,29
"South Carolina",1990,118.6,125.2,29
"South Carolina",1991,121.5,129,29
"South Carolina",1992,112.8,151.9,29
"South Carolina",1993,115.2,164.5,29
"South Carolina",1994,112.2,139.1,29
"South Carolina",1995,109.2,140,29
"South Carolina",1996,102.9,149.5,29
"South Carolina",1997,124.5,153.9,29
"South Carolina",1998,126.9,165.3,29
"South Carolina",1999,109.4,179.6,29
"South Carolina",2000,103.9,255.3,29
"South Dakota",1970,92.7,38.5,30
"South Dakota",1971,96.7,38.5,30
"South Dakota",1972,103,39.1,30
"South Dakota",1973,103.5,39.6,30
"South Dakota",1974,108.4,40.4,30
"South Dakota",1975,113.5,42.8,30
"South Dakota",1976,116.7,45,30
"South Dakota",1977,115.6,46.4,30
"South Dakota",1978,116.9,53.2,30
"South Dakota",1979,117.4,54.1,30
"South Dakota",1980,114.7,58.8,30
"South Dakota",1981,115.7,62.3,30
"South Dakota",1982,113,68,30
"South Dakota",1983,109.8,78.8,30
"South Dakota",1984,105.7,89.8,30
"South Dakota",1985,104.4,92.3,30
"South Dakota",1986,97,108.5,30
"South Dakota",1987,95.8,113.7,30
"South Dakota",1988,91.9,124.7,30
"South Dakota",1989,87.4,130.1,30
"South Dakota",1990,88.3,138.9,30
"South Dakota",1991,91.8,150.3,30
"South Dakota",1992,93,163,30
"South Dakota",1993,91.6,180.3,30
"South Dakota",1994,94.8,154.4,30
"South Dakota",1995,98.6,162.1,30
"South Dakota",1996,92.3,171.2,30
"South Dakota",1997,88.8,181.7,30
"South Dakota",1998,88.3,192.8,30
"South Dakota",1999,83.5,207.9,30
"South Dakota",2000,75.1,272.9,30
"Tennessee",1970,99.8,39.9,31
"Tennessee",1971,106.3,41.6,31
"Tennessee",1972,111.5,41.6,31
"Tennessee",1973,109.7,40.8,31
"Tennessee",1974,114.8,42.5,31
"Tennessee",1975,117.4,45.3,31
"Tennessee",1976,121.7,48.3,31
"Tennessee",1977,124.6,49.6,31
"Tennessee",1978,127.3,54.8,31
"Tennessee",1979,127.2,57.3,31
"Tennessee",1980,130.4,60.3,31
"Tennessee",1981,129.1,63.7,31
"Tennessee",1982,131.4,68.3,31
"Tennessee",1983,129,79.1,31
"Tennessee",1984,125.1,88.3,31
"Tennessee",1985,128.7,92.5,31
"Tennessee",1986,129,98.8,31
"Tennessee",1987,130.6,103.5,31
"Tennessee",1988,125.3,112.1,31
"Tennessee",1989,124.7,121.5,31
"Tennessee",1990,121.8,135,31
"Tennessee",1991,120.6,137.4,31
"Tennessee",1992,121,163.9,31
"Tennessee",1993,120.8,170.2,31
"Tennessee",1994,118.8,150.3,31
"Tennessee",1995,125.4,153,31
"Tennessee",1996,119.2,155.9,31
"Tennessee",1997,118.9,161.1,31
"Tennessee",1998,119.7,167.7,31
"Tennessee",1999,115.6,189.5,31
"Tennessee",2000,108.7,261.2,31
"Texas",1970,106.4,40.4,32
"Texas",1971,108.9,42,32
"Texas",1972,108.6,46.9,32
"Texas",1973,110.4,46.4,32
"Texas",1974,114.7,47.5,32
"Texas",1975,116,50.6,32
"Texas",1976,121.4,53.3,32
"Texas",1977,124.2,53.3,32
"Texas",1978,126.6,59.1,32
"Texas",1979,126.4,62.2,32
"Texas",1980,129.7,63.7,32
"Texas",1981,129,66.9,32
"Texas",1982,131.2,73.8,32
"Texas",1983,126.4,84.1,32
"Texas",1984,117.2,93.8,32
"Texas",1985,115.9,102.1,32
"Texas",1986,113.7,105.5,32
"Texas",1987,105.8,114.4,32
"Texas",1988,96.5,128,32
"Texas",1989,94.5,137,32
"Texas",1990,85.6,145.7,32
"Texas",1991,79.4,173.6,32
"Texas",1992,77.2,186,32
"Texas",1993,81.3,204.6,32
"Texas",1994,78.8,177.7,32
"Texas",1995,75.2,185,32
"Texas",1996,74.6,188.4,32
"Texas",1997,72.6,189.8,32
"Texas",1998,73.2,201.8,32
"Texas",1999,67.6,225,32
"Texas",2000,69.3,292.3,32
"Utah",1970,65.5,34.6,33
"Utah",1971,67.7,36.6,33
"Utah",1972,71.3,37.2,33
"Utah",1973,72.7,36.5,33
"Utah",1974,75.6,37.8,33
"Utah",1975,75.8,40.5,33
"Utah",1976,77.9,43.4,33
"Utah",1977,78,44.7,33
"Utah",1978,79.6,49.5,33
"Utah",1979,79.1,53.7,33
"Utah",1980,74.8,57.2,33
"Utah",1981,77.6,62.7,33
"Utah",1982,73.6,68.1,33
"Utah",1983,69,82,33
"Utah",1984,66.3,95.3,33
"Utah",1985,66.5,104.6,33
"Utah",1986,64.4,103.5,33
"Utah",1987,67.7,108.6,33
"Utah",1988,55,122.9,33
"Utah",1989,57,135.6,33
"Utah",1990,53.4,151.9,33
"Utah",1991,53.5,167.1,33
"Utah",1992,55,170.1,33
"Utah",1993,56.2,180.1,33
"Utah",1994,55.8,160.4,33
"Utah",1995,52,168.8,33
"Utah",1996,54,174.9,33
"Utah",1997,57,186.2,33
"Utah",1998,42.3,222.7,33
"Utah",1999,43.9,243.7,33
"Utah",2000,40.7,312.9,33
"Vermont",1970,122.6,37.7,34
"Vermont",1971,124.4,39.5,34
"Vermont",1972,138,40,34
"Vermont",1973,146.8,39.8,34
"Vermont",1974,151.8,41.3,34
"Vermont",1975,155.5,41.8,34
"Vermont",1976,171.1,47.1,34
"Vermont",1977,169.4,47,34
"Vermont",1978,162.4,52.5,34
"Vermont",1979,160.9,54.8,34
"Vermont",1980,161.6,58.9,34
"Vermont",1981,163.8,61,34
"Vermont",1982,162.3,66.8,34
"Vermont",1983,153.8,77,34
"Vermont",1984,144.3,90.6,34
"Vermont",1985,144.5,95.5,34
"Vermont",1986,131.2,104.9,34
"Vermont",1987,128.3,113.8,34
"Vermont",1988,128.7,123.7,34
"Vermont",1989,120.9,129.7,34
"Vermont",1990,124.3,143.7,34
"Vermont",1991,120.9,150.1,34
"Vermont",1992,126.5,168,34
"Vermont",1993,117.2,173.8,34
"Vermont",1994,120.3,159.6,34
"Vermont",1995,123.2,160.1,34
"Vermont",1996,102.5,196.4,34
"Vermont",1997,97.7,201.9,34
"Vermont",1998,97,213.9,34
"Vermont",1999,94.1,233.7,34
"Vermont",2000,88.9,301.1,34
"Virginia",1970,124.3,28.8,35
"Virginia",1971,128.4,30.2,35
"Virginia",1972,137,29.9,35
"Virginia",1973,143.1,30.1,35
"Virginia",1974,149.6,31.3,35
"Virginia",1975,152.7,33.6,35
"Virginia",1976,158.1,37.9,35
"Virginia",1977,157.7,38.4,35
"Virginia",1978,155.9,42.8,35
"Virginia",1979,151.8,45.8,35
"Virginia",1980,148.9,48.5,35
"Virginia",1981,149.9,51.8,35
"Virginia",1982,147.4,56.4,35
"Virginia",1983,144.7,68.8,35
"Virginia",1984,136.8,76,35
"Virginia",1985,134.6,83.6,35
"Virginia",1986,135.8,91.3,35
"Virginia",1987,133,94.6,35
"Virginia",1988,129.5,102.1,35
"Virginia",1989,122.5,109.4,35
"Virginia",1990,118.9,128.6,35
"Virginia",1991,109.1,136.5,35
"Virginia",1992,108.2,157.9,35
"Virginia",1993,105.4,165.7,35
"Virginia",1994,106.2,156.5,35
"Virginia",1995,106.7,157.5,35
"Virginia",1996,104.6,159.6,35
"Virginia",1997,108,159.6,35
"Virginia",1998,105.6,162.2,35
"Virginia",1999,102.1,183.7,35
"Virginia",2000,96.7,252.8,35
"West Virginia",1970,114.5,33.7,36
"West Virginia",1971,111.5,41.6,36
"West Virginia",1972,117.5,41.3,36
"West Virginia",1973,116.6,39.9,36
"West Virginia",1974,119.9,42,36
"West Virginia",1975,123.2,45.2,36
"West Virginia",1976,129.7,48.4,36
"West Virginia",1977,133.9,48.9,36
"West Virginia",1978,131.6,53.9,36
"West Virginia",1979,122.1,62.4,36
"West Virginia",1980,122.3,64.3,36
"West Virginia",1981,120.5,66.2,36
"West Virginia",1982,119.8,75.1,36
"West Virginia",1983,115.7,88.2,36
"West Virginia",1984,111.9,97.2,36
"West Virginia",1985,109.1,103.2,36
"West Virginia",1986,112.1,104.1,36
"West Virginia",1987,107.5,112.8,36
"West Virginia",1988,109.1,122.2,36
"West Virginia",1989,104,131.2,36
"West Virginia",1990,104.1,142.9,36
"West Virginia",1991,100.1,144.1,36
"West Virginia",1992,97.9,158.2,36
"West Virginia",1993,111,166.2,36
"West Virginia",1994,104.2,150.1,36
"West Virginia",1995,115.2,156.8,36
"West Virginia",1996,112.7,157.3,36
"West Virginia",1997,114.5,160.9,36
"West Virginia",1998,114.6,171.1,36
"West Virginia",1999,112.4,192.4,36
"West Virginia",2000,107.9,253.7,36
"Wisconsin",1970,106.4,38.5,37
"Wisconsin",1971,105.4,40.2,37
"Wisconsin",1972,108.8,40.3,37
"Wisconsin",1973,109.5,42.6,37
"Wisconsin",1974,111.8,43.9,37
"Wisconsin",1975,113.5,46.6,37
"Wisconsin",1976,115.4,51.3,37
"Wisconsin",1977,117.2,52.1,37
"Wisconsin",1978,116.7,57.1,37
"Wisconsin",1979,117.1,58.7,37
"Wisconsin",1980,117.6,61.2,37
"Wisconsin",1981,119.9,64.9,37
"Wisconsin",1982,115.6,75,37
"Wisconsin",1983,106.3,92,37
"Wisconsin",1984,105.6,100.8,37
"Wisconsin",1985,107,106.8,37
"Wisconsin",1986,105.4,110.8,37
"Wisconsin",1987,106,116.3,37
"Wisconsin",1988,102.6,128.6,37
"Wisconsin",1989,100.3,138.3,37
"Wisconsin",1990,94,151.1,37
"Wisconsin",1991,95.5,158.6,37
"Wisconsin",1992,96.2,176.5,37
"Wisconsin",1993,91.2,195.5,37
"Wisconsin",1994,91.8,178.6,37
"Wisconsin",1995,93.5,188,37
"Wisconsin",1996,92.1,200.5,37
"Wisconsin",1997,91.9,200.7,37
"Wisconsin",1998,88.7,210.8,37
"Wisconsin",1999,84.4,243.5,37
"Wisconsin",2000,80.1,312.8,37
"Wyoming",1970,132.2,34.1,38
"Wyoming",1971,131.7,34.4,38
"Wyoming",1972,140,34.4,38
"Wyoming",1973,141.2,34.4,38
"Wyoming",1974,145.8,35.8,38
"Wyoming",1975,160.7,38.6,38
"Wyoming",1976,161.5,42.6,38
"Wyoming",1977,160.4,43.4,38
"Wyoming",1978,160.3,49.8,38
"Wyoming",1979,168.6,51.7,38
"Wyoming",1980,158.1,55.3,38
"Wyoming",1981,163.1,55.9,38
"Wyoming",1982,157.7,64.3,38
"Wyoming",1983,141.2,71,38
"Wyoming",1984,128.9,81.7,38
"Wyoming",1985,125.7,87.4,38
"Wyoming",1986,124.8,97.8,38
"Wyoming",1987,110.4,102.7,38
"Wyoming",1988,114.3,112.9,38
"Wyoming",1989,111.4,118.6,38
"Wyoming",1990,96.9,129.5,38
"Wyoming",1991,109.1,136,38
"Wyoming",1992,110.8,155.1,38
"Wyoming",1993,108.4,166.9,38
"Wyoming",1994,111.2,147.4,38
"Wyoming",1995,115,153,38
"Wyoming",1996,110.3,162.5,38
"Wyoming",1997,108.8,164.1,38
"Wyoming",1998,102.9,168.8,38
"Wyoming",1999,104.8,189.6,38
"Wyoming",2000,90.5,267.1,38
